Timestamp,Street,Event,Details
2025-11-27T19:47:59.910489,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-11-27T19:48:00.099254,,Geocode Success,"Nominatim: 9 Mirrabooka Avenue, Botany Downs, Auckland → lat:-36.9100765, lon:174.9235701"
2025-11-27T19:48:00.286938,,Geocode Source,"Nominatim returned: ('Mirrabooka Avenue, Botany Downs, Auckland', -36.9100765, 174.9235701, '2014') for input: 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-11-27T19:48:00.691921,,Geocode Success,"14 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:00.971931,,Geocode Success,"LINZ: 14 Mirrabooka Avenue, Botany Downs, Auckland → -36.91004731, 174.9242015"
2025-11-27T19:48:01.312714,,Geocode Success,"13 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:01.594334,,Geocode Success,"LINZ: 13 Bunker Rise, Golflands, Auckland → -36.92868663, 174.9078328"
2025-11-27T19:48:01.985155,,Geocode Success,"4 Bunker Rise, Golflands, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:02.203315,,Geocode Success,"LINZ: 4 Bunker Rise, Golflands, Auckland → -36.9289267, 174.9081434"
2025-11-27T19:48:02.545882,,Geocode Success,"2 Nagle Place, Golflands, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:02.840062,,Geocode Success,"LINZ: 2 Nagle Place, Golflands, Auckland → -36.92879458, 174.9087673"
2025-11-27T19:48:03.214576,,Geocode Success,"22 Carriage Close, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:03.493879,,Geocode Success,"LINZ: 22 Carriage Close, Northpark, Auckland → -36.91582802, 174.9226905"
2025-11-27T19:48:03.806394,,Geocode Success,"14 Els Close, Golflands, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:04.055490,,Geocode Success,"LINZ: 14 Els Close, Golflands, Auckland → -36.92824297, 174.9080115"
2025-11-27T19:48:04.397069,,Geocode Success,"4 Crescent Hills Court, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:04.680540,,Geocode Success,"LINZ: 4 Crescent Hills Court, Northpark, Auckland → -36.91851152, 174.9254718"
2025-11-27T19:48:05.054549,,Geocode Success,"18 Royalle Mews, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:05.284991,,Geocode Success,"LINZ: 18 Royalle Mews, Botany Downs, Auckland → -36.90948742, 174.917709"
2025-11-27T19:48:05.583547,,Geocode Success,"5 Kallaroo Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:05.864228,,Geocode Success,"LINZ: 5 Kallaroo Place, Botany Downs, Auckland → -36.91326345, 174.9207951"
2025-11-27T19:48:06.208981,,Geocode Success,"8 The Green, Golflands, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:06.474081,,Geocode Success,"LINZ: 8 The Green, Golflands, Auckland → -36.91978077, 174.9069734"
2025-11-27T19:48:06.798074,,Geocode Success,"11 Nypa Way, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:07.060350,,Geocode Success,"LINZ: 11 Nypa Way, Somerville, Auckland → -36.90792988, 174.9323795"
2025-11-27T19:48:07.400577,,Geocode Success,"72 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:07.603383,,Geocode Success,"LINZ: 72 Drake Street, Howick, Auckland → -36.89964167, 174.9298111"
2025-11-27T19:48:07.867139,,Geocode Success,"64 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:08.024513,,Geocode Success,"LINZ: 64 Drake Street, Howick, Auckland → -36.89970628, 174.9306199"
2025-11-27T19:48:08.301062,,Geocode Success,"42 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:08.501843,,Geocode Success,"LINZ: 42 Drake Street, Howick, Auckland → -36.90012817, 174.9321474"
2025-11-27T19:48:08.832687,,Geocode Success,"40 Drake Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:09.066704,,Geocode Success,"LINZ: 40 Drake Street, Howick, Auckland → -36.90022498, 174.932335"
2025-11-27T19:48:09.783450,,LINZ Miss,"55 Drake Street, Howick, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:48:09.971844,,Geocode Fallback,"LINZ failed for 55 Drake Street, Howick, Auckland"
2025-11-27T19:48:11.781678,,Geocode Variant Used,geocode.xyz used: Nearby-biased
2025-11-27T19:48:12.014501,,Geocode Success,"geocode.xyz: 55 Drake Street, Howick, Auckland → lat:-36.89945, lon:174.9311"
2025-11-27T19:48:12.200601,,Geocode Source,"geocode.xyz returned: ('55 Drake Street, Howick, Auckland', -36.89945, 174.9311, '') for input: 55 Drake Street, Howick, Auckland"
2025-11-27T19:48:13.080817,,LINZ Miss,"57 Drake Street, Howick, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:48:13.252940,,Geocode Fallback,"LINZ failed for 57 Drake Street, Howick, Auckland"
2025-11-27T19:48:14.872043,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-11-27T19:48:15.106861,,Geocode Success,"Nominatim: 57 Drake Street, Howick, Auckland → lat:-36.8993359, lon:174.9309502"
2025-11-27T19:48:15.277621,,Geocode Source,"Nominatim returned: ('Drake Street, Howick, Auckland', -36.8993359, 174.9309502, '2014') for input: 57 Drake Street, Howick, Auckland"
2025-11-27T19:48:16.028552,,Geocode Success,"23 Baird Street, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:16.263785,,Geocode Success,"LINZ: 23 Baird Street, Howick, Auckland → -36.90048198, 174.9309772"
2025-11-27T19:48:16.591035,,Geocode Success,"1 Stockade View Lane, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:16.842634,,Geocode Success,"LINZ: 1 Stockade View Lane, Howick, Auckland → -36.8978012, 174.9317788"
2025-11-27T19:48:17.199777,,Geocode Success,"3 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:17.497684,,Geocode Success,"LINZ: 3 Athenry Place, Dannemora, Auckland → -36.92921805, 174.9218251"
2025-11-27T19:48:17.810909,,Geocode Success,"27 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:18.059052,,Geocode Success,"LINZ: 27 Athenry Place, Dannemora, Auckland → -36.9303555, 174.9202783"
2025-11-27T19:48:18.431884,,Geocode Success,"21 Athenry Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:18.697862,,Geocode Success,"LINZ: 21 Athenry Place, Dannemora, Auckland → -36.92987067, 174.9207648"
2025-11-27T19:48:19.071309,,Geocode Success,"10 Balbriggan Rise, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:19.305077,,Geocode Success,"LINZ: 10 Balbriggan Rise, Dannemora, Auckland → -36.93027865, 174.9229539"
2025-11-27T19:48:19.679036,,Geocode Success,"3 Balbriggan Rise, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:19.963255,,Geocode Success,"LINZ: 3 Balbriggan Rise, Dannemora, Auckland → -36.93078775, 174.9228258"
2025-11-27T19:48:20.310674,,Geocode Success,"42 Keppoch Court, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:20.561845,,Geocode Success,"LINZ: 42 Keppoch Court, Dannemora, Auckland → -36.92766952, 174.9192487"
2025-11-27T19:48:20.889410,,Geocode Success,"30 Botany Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:21.046134,,Geocode Success,"LINZ: 30 Botany Road, Howick, Auckland → -36.90142063, 174.9188992"
2025-11-27T19:48:21.386503,,Geocode Success,"34 Wiltshire Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:21.664920,,Geocode Success,"LINZ: 34 Wiltshire Place, Somerville, Auckland → -36.91918928, 174.9316863"
2025-11-27T19:48:21.993659,,Geocode Success,"7 Ravensdale Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:22.259934,,Geocode Success,"LINZ: 7 Ravensdale Rise, Northpark, Auckland → -36.92459517, 174.9194364"
2025-11-27T19:48:22.602782,,Geocode Success,"11 Ravensdale Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:22.881309,,Geocode Success,"LINZ: 11 Ravensdale Rise, Northpark, Auckland → -36.92487133, 174.919698"
2025-11-27T19:48:23.176269,,Geocode Success,"3 Ravensdale Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:23.439069,,Geocode Success,"LINZ: 3 Ravensdale Rise, Northpark, Auckland → -36.92433155, 174.9191225"
2025-11-27T19:48:23.749151,,Geocode Success,"7 Braystones Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:24.032253,,Geocode Success,"LINZ: 7 Braystones Place, Northpark, Auckland → -36.92348138, 174.917926"
2025-11-27T19:48:24.400969,,Geocode Success,"15 Braystones Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:24.650221,,Geocode Success,"LINZ: 15 Braystones Place, Northpark, Auckland → -36.92353617, 174.9175612"
2025-11-27T19:48:24.993204,,Geocode Success,"12 Braystones Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:25.274693,,Geocode Success,"LINZ: 12 Braystones Place, Northpark, Auckland → -36.92377923, 174.9177154"
2025-11-27T19:48:25.632734,,Geocode Success,"10 Braystones Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:25.899185,,Geocode Success,"LINZ: 10 Braystones Place, Northpark, Auckland → -36.92400058, 174.9176121"
2025-11-27T19:48:26.194485,,Geocode Success,"8 Jeff Place, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:26.460613,,Geocode Success,"LINZ: 8 Jeff Place, Howick, Auckland → -36.89614197, 174.9197172"
2025-11-27T19:48:26.758438,,Geocode Success,"13 Seaglen Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:27.028994,,Geocode Success,"LINZ: 13 Seaglen Place, Botany Downs, Auckland → -36.9124544, 174.9117554"
2025-11-27T19:48:27.713081,,Geocode Success,"21 Thirlmere Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:27.947499,,Geocode Success,"LINZ: 21 Thirlmere Rise, Northpark, Auckland → -36.92576493, 174.9193622"
2025-11-27T19:48:28.259262,,Geocode Success,"25 Thirlmere Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:28.476213,,Geocode Success,"LINZ: 25 Thirlmere Rise, Northpark, Auckland → -36.9254784, 174.9196393"
2025-11-27T19:48:28.865399,,Geocode Success,"23 Thirlmere Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:29.174507,,Geocode Success,"LINZ: 23 Thirlmere Rise, Northpark, Auckland → -36.92556927, 174.9194158"
2025-11-27T19:48:29.844953,,Geocode Success,"19 Thirlmere Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:30.126621,,Geocode Success,"LINZ: 19 Thirlmere Rise, Northpark, Auckland → -36.92595435, 174.9192491"
2025-11-27T19:48:30.437537,,Geocode Success,"17 Thirlmere Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:30.703565,,Geocode Success,"LINZ: 17 Thirlmere Rise, Northpark, Auckland → -36.92571407, 174.9192513"
2025-11-27T19:48:31.017677,,Geocode Success,"3 Thirlmere Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:31.268261,,Geocode Success,"LINZ: 3 Thirlmere Rise, Northpark, Auckland → -36.92494533, 174.9183537"
2025-11-27T19:48:31.627920,,Geocode Success,"3 Yarlside Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:31.922449,,Geocode Success,"LINZ: 3 Yarlside Place, Northpark, Auckland → -36.9245043, 174.9174168"
2025-11-27T19:48:32.283292,,Geocode Success,"5 Yarlside Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:32.547228,,Geocode Success,"LINZ: 5 Yarlside Place, Northpark, Auckland → -36.9243683, 174.9172535"
2025-11-27T19:48:32.875700,,Geocode Success,"15 Yarlside Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:33.110578,,Geocode Success,"LINZ: 15 Yarlside Place, Northpark, Auckland → -36.9236602, 174.9170324"
2025-11-27T19:48:33.827809,,LINZ Miss,"26 Libby Lane, Howick, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:48:33.998544,,Geocode Fallback,"LINZ failed for 26 Libby Lane, Howick, Auckland"
2025-11-27T19:48:39.386211,,Geocode Variant Used,geocode.xyz used: Nearby-biased
2025-11-27T19:48:39.572331,,Geocode Success,"geocode.xyz: 26 Libby Lane, Howick, Auckland → lat:-36.90079, lon:174.91973"
2025-11-27T19:48:39.773107,,Geocode Source,"geocode.xyz returned: ('26 Libby Lane, Howick, Auckland', -36.90079, 174.91973, '') for input: 26 Libby Lane, Howick, Auckland"
2025-11-27T19:48:41.292017,,Geocode Success,"3 Caldbeck Rise, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:41.527840,,Geocode Success,"LINZ: 3 Caldbeck Rise, Northpark, Auckland → -36.92560358, 174.9178973"
2025-11-27T19:48:41.884964,,Geocode Success,"36 Burswood Drive, Burswood, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:42.054948,,Geocode Success,"LINZ: 36 Burswood Drive, Burswood, Auckland → -36.92518122, 174.9014259"
2025-11-27T19:48:42.366076,,Geocode Success,"38 Burswood Drive, Burswood, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:42.567422,,Geocode Success,"LINZ: 38 Burswood Drive, Burswood, Auckland → -36.92501345, 174.9013673"
2025-11-27T19:48:42.941762,,Geocode Success,"7 Jane Eyre Drive, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:43.176916,,Geocode Success,"LINZ: 7 Jane Eyre Drive, Somerville, Auckland → -36.9133067, 174.9340252"
2025-11-27T19:48:43.549997,,Geocode Success,"52 Simmental Crescent, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:43.797445,,Geocode Success,"LINZ: 52 Simmental Crescent, Somerville, Auckland → -36.91453505, 174.9334726"
2025-11-27T19:48:44.138968,,Geocode Success,"15 Annalong Road, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:44.373066,,Geocode Success,"LINZ: 15 Annalong Road, Dannemora, Auckland → -36.92614867, 174.9247805"
2025-11-27T19:48:44.700267,,Geocode Success,"1 Greenhill Crescent, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:44.934758,,Geocode Success,"LINZ: 1 Greenhill Crescent, Pakuranga, Auckland → -36.91010008, 174.8817249"
2025-11-27T19:48:45.325936,,Geocode Success,"2 Greenhill Crescent, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:45.559436,,Geocode Success,"LINZ: 2 Greenhill Crescent, Pakuranga, Auckland → -36.90977165, 174.882003"
2025-11-27T19:48:45.946859,,Geocode Success,"2 Grassways Avenue, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:46.133653,,Geocode Success,"LINZ: 2 Grassways Avenue, Pakuranga, Auckland → -36.91148685, 174.8817004"
2025-11-27T19:48:46.810490,,LINZ Miss,"9 Larne Avenue, Pakuranga Heights, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:48:46.998293,,Geocode Fallback,"LINZ failed for 9 Larne Avenue, Pakuranga Heights, Auckland"
2025-11-27T19:48:48.503330,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-11-27T19:48:48.643735,,Geocode Success,"Nominatim: 9 Larne Avenue, Pakuranga Heights, Auckland → lat:-36.9098529, lon:174.8860705"
2025-11-27T19:48:48.847118,,Geocode Source,"Nominatim returned: ('Larne Avenue, Pakuranga Heights, Auckland', -36.9098529, 174.8860705, '2010') for input: 9 Larne Avenue, Pakuranga Heights, Auckland"
2025-11-27T19:48:49.312107,,Geocode Success,"17 Dulwich Place, Burswood, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:49.545206,,Geocode Success,"LINZ: 17 Dulwich Place, Burswood, Auckland → -36.92438975, 174.8971477"
2025-11-27T19:48:49.905022,,Geocode Success,"3 Halstead Place, Huntington Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:50.138892,,Geocode Success,"LINZ: 3 Halstead Place, Huntington Park, Auckland → -36.93386818, 174.9055464"
2025-11-27T19:48:50.494163,,Geocode Success,"6 Halstead Place, Huntington Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:50.723918,,Geocode Success,"LINZ: 6 Halstead Place, Huntington Park, Auckland → -36.9336261, 174.905989"
2025-11-27T19:48:51.054131,,Geocode Success,"7 Halstead Place, Huntington Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:51.285907,,Geocode Success,"LINZ: 7 Halstead Place, Huntington Park, Auckland → -36.93395118, 174.905953"
2025-11-27T19:48:51.629133,,Geocode Success,"5 Saidia Place, Huntington Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:51.895351,,Geocode Success,"LINZ: 5 Saidia Place, Huntington Park, Auckland → -36.93090832, 174.9055363"
2025-11-27T19:48:52.237008,,Geocode Success,"10 Bowscale Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:52.424342,,Geocode Success,"LINZ: 10 Bowscale Place, Northpark, Auckland → -36.9270935, 174.9143223"
2025-11-27T19:48:52.845131,,Geocode Success,"12 Bowscale Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:53.125788,,Geocode Success,"LINZ: 12 Bowscale Place, Northpark, Auckland → -36.9272774, 174.9144891"
2025-11-27T19:48:53.449376,,Geocode Success,"14 Bowscale Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:53.664929,,Geocode Success,"LINZ: 14 Bowscale Place, Northpark, Auckland → -36.92735428, 174.9147358"
2025-11-27T19:48:54.007447,,Geocode Success,"19 Bowscale Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:54.223625,,Geocode Success,"LINZ: 19 Bowscale Place, Northpark, Auckland → -36.92774327, 174.914914"
2025-11-27T19:48:54.503793,,Geocode Success,"17 Bowscale Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:54.736980,,Geocode Success,"LINZ: 17 Bowscale Place, Northpark, Auckland → -36.92759137, 174.9146499"
2025-11-27T19:48:55.422058,,LINZ Miss,"2 Fencotie Place, Northpark, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:48:55.656046,,Geocode Fallback,"LINZ failed for 2 Fencotie Place, Northpark, Auckland"
2025-11-27T19:48:56.983066,,Geocode Failed,"geocode.xyz → 2 Fencotie Place, Northpark, Auckland (invalid)"
2025-11-27T19:48:57.201069,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-11-27T19:48:57.369451,,Geocode Success,"Nominatim: 2 Fencotie Place, Northpark, Auckland → lat:-36.927458, lon:174.9132407"
2025-11-27T19:48:57.537605,,Geocode Source,"Nominatim returned: ('Fencotie Place, Northpark, Auckland', -36.927458, 174.9132407, '2013') for input: 2 Fencotie Place, Northpark, Auckland"
2025-11-27T19:48:57.945446,,Geocode Success,"1 Fencotie Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:58.193202,,Geocode Success,"LINZ: 1 Fencotie Place, Northpark, Auckland → -36.92714618, 174.9138891"
2025-11-27T19:48:58.522639,,Geocode Success,"54 Springside Drive, Flat Bush, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:58.771134,,Geocode Success,"LINZ: 54 Springside Drive, Flat Bush, Auckland → -36.97403128, 174.9206939"
2025-11-27T19:48:59.158348,,Geocode Success,"50 Springside Drive, Flat Bush, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:48:59.405837,,Geocode Success,"LINZ: 50 Springside Drive, Flat Bush, Auckland → -36.97378407, 174.920768"
2025-11-27T19:48:59.812787,,Geocode Success,"39 Calluna Crescent, Totara Heights, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:49:00.033186,,Geocode Success,"LINZ: 39 Calluna Crescent, Totara Heights, Auckland → -37.00234955, 174.9053502"
2025-11-27T19:49:00.341995,,Geocode Success,"79 Meadowland Drive, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:49:00.607730,,Geocode Success,"LINZ: 79 Meadowland Drive, Somerville, Auckland → -36.91238347, 174.9316046"
2025-11-27T19:49:00.967900,,Geocode Success,"2 Uldale Place, Northpark, Auckland → matched in LINZ_SQLITE"
